show_id,type_show,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description_show
787,movie,The Life Ahead,Don Michael Paul,"Diego Iosif Pirvu,Ibrahima Gueye,Massimiliano Rossi,Renato Carpentieri,Sophia Loren",Italy,2020-11-13,2020,PG-13,95 minutes,"Dramas, International Movies",A Holocaust survivor running a daycare business forms an unlikely friendship with a bitter street kid when she takes him in after he robs her.
7870,movie,Standoff,Makarand Mane,"Joanna Douglas,John Tench,Laurence Fishburne,Ted Atherton,Thomas Jane",Canada,2018-12-11,2015,R,86 minutes,Action & Adventure,"After witnessing an assassins slaughter, a young girl holes up in a farmhouse with a suicidal vet, who must use wits and guts to fend off the killer."
7871,movie,Star Men,Indefinido,Indefinido,"Canada, United States, United Kingdom",2017-02-05,2015,TV-14,88 minutes,Documentaries,Four astronomers from England celebrate 50 years of friendship and achievement by taking a reflective road trip through the American Southwest.
7872,movie,Star Wars: Episode VIII: The Last Jedi,"Devaki Singh, Luke Kenny","Adam Driver,Carrie Fisher,Daisy Ridley,John Boyega,Mark Hamill",United States,2018-06-26,2017,PG-13,152 minutes,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy","As the remnants of the Resistance flee Kylo Ren and the First Order, Rey seeks out Luke Skywalker – but he wants nothing more to do with the Force."
7873,TV series,Star-Crossed,Indefinido,"Aimee Teegarden,Greg Finley,Grey Damon,Malese Jow,Matt Lanter",United States,2015-04-16,2014,TV-14,1 seasons,"Romantic TV Shows, TV Dramas, TV Sci-Fi & Fantasy",The passionate love between an alien boy and a human girl grows more and more dangerous as they face the wrath of their families and communities.
7874,movie,Starred Up,Ashok Nanda,"Anthony Welsh,Ben Mendelsohn,Jack OConnell,Rupert Friend,Sam Spruell",United Kingdom,2019-08-29,2013,TV-MA,106 minutes,"Dramas, Independent Movies, International Movies","A British juvenile offenders violent temper gets him transferred to an adult prison, where he encounters his estranged father."
7875,TV series,Station Horizon,Amit Rai,"Alexandra Vandernoot,Bernard Yerlès,Gaspard Boesch,Marie Fontannaz,Roland Vouilloz",Switzerland,2016-09-01,2015,TV-MA,1 seasons,"International TV Shows, TV Comedies, TV Dramas","Ex-con Joris returns to his Swiss hometown, a community obsessed with American culture and ideals, to start over and save his familys gas station."
7876,movie,Stealing History,Ishaya Bako,Nicolas Hope,United States,2016-07-01,2006,TV-PG,52 minutes,"Documentaries, International Movies","Journalists expose how smugglers, dealers, collectors and scholars promote plunder of ancient artifacts from war-torn Iraq, Afghanistan and Pakistan."
7877,movie,Step Brothers,Pierfrancesco Diliberto,"Adam Scott,John C. Reilly,Mary Steenburgen,Richard Jenkins,Will Ferrell",United States,2019-11-01,2008,R,98 minutes,Comedies,"Brennan and Dale might be grown men, but that doesnt stop a childish sibling rivalry from erupting after Brennans mom marries Dales dad."
7878,movie,Step Outside,Nicholas Winter,"Ahmed Fathy,Ashraf Abdel Baqi,Kareem Mahmoud Abdel Aziz,Khaled El Sawy,Malak Koura",Egypt,2019-06-06,2018,TV-14,89 minutes,"Comedies, International Movies","A down-on-his-luck man reads a book, only to have its characters materialize and take over his life."
7879,movie,Sniper: Legacy,Indefinido,"Chad Michael Collins,Dominic Mafham,Doug Allen,Mercedes Mason,Tom Berenger","United States, Bulgaria",2021-06-02,2014,R,98 minutes,Action & Adventure,"When a troubled sniper begins killing officers he blames for a bungled mission, elite marksman Brandon Beckett sets out to neutralize the threat."
788,TV series,The Minions of Midas,Andrzej Bartkowiak,"Carlos Blanco,Guillermo Toledo,Luis Tosar,Marta Belmonte,Marta Milans",Spain,2020-11-13,2020,TV-MA,1 seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",A millionaire publisher gets a blackmail note — his decision can mean life or death. Inspired by a Jack London story but set in contemporary Madrid.
7880,movie,Stephanie,John G. Avildsen,"Anna Torv,Frank Grillo,Shree Cooks",United States,2018-09-01,2017,R,86 minutes,Horror Movies,"A menacing, unseen force stalks a young girl living by herself in a suburban house, where shes surrounded by reminders of her once-happy family."
7881,movie,Sthaniya Sambaad,Sylvester Stallone,Suman Mukhopadhyay,India,2018-03-15,2010,TV-14,106 minutes,"Dramas, International Movies","In post-Partition Kolkata, a young Bengali poet from an urban colony wanders the city in search of the woman he loves and a channel for his sorrows."
7882,movie,Still,Sylvester Stallone,"Akara Amarttayakul,Kachapa Toncharoen,Mai Charoenpura,Supakson Chaimongkol,Wiradit Srimalai",Thailand,2018-09-14,2010,TV-MA,100 minutes,"Horror Movies, International Movies","A haunted hotel, a body in a water tank, a nightclub fire and a prison death comprise four horror tales taken from Thailands newspaper headlines."
7883,movie,Stink!,Sylvester Stallone,Jeffrey Hollender,United States,2018-11-01,2015,TV-PG,91 minutes,Documentaries,"After noting a strange odor in his child’s pajamas, a single dad’s search for the source uncovers potentially toxic secrets of the chemical industry."
7884,TV series,Stoked,John G. Avildsen,"Anastasia Phillips,Katie Crown,Kristin Fairlie,Mazin Elsadig,Terry McGurrin","United States, Canada",2017-12-16,2010,TV-PG,1 seasons,Kids TV,Six teenage groms come together one summer to share a dream: to work at the world-renowned Surfers Paradise Resort on the legendary Sunset Island.
7885,TV series,Stone Age,G.J. Echternkamp,"Anna Paik,Jacqueline Youn,Mike Yantzi,Nancy Kim,Samantha Moon",South Korea,2019-07-01,2017,TV-Y7,1 seasons,"Kids TV, Korean TV Shows","Woody sets out to become the Stone Ages best animal trainer with a little help from his faithful pet dinosaur, Moga."
7886,movie,Stonehearst Asylum,Sameh Abdulaziz,"Ben Kingsley,Brendan Gleeson,David Thewlis,Jim Sturgess,Kate Beckinsale",United States,2017-09-08,2014,PG-13,113 minutes,"Horror Movies, Thrillers","In 1899, a young doctor arrives at an asylum for an apprenticeship and becomes suspicious of his mentors methods while falling for a female patient."
7887,movie,Stop at Nothing: The Lance Armstrong Story,Nancy Schwartzman,Indefinido,"Australia, United Kingdom, United States, New Zealand, Italy, France",2015-02-15,2014,NR,100 minutes,"Documentaries, International Movies, Sports Movies","An athlete dupes the world with his tale of miraculous recovery from cancer, becoming a sports hero and beacon of hope, but can he outpace the truth?"
7888,TV series,Storage Wars: Northern Treasures,Mitch Dickman,"Bogart Kenny,Don Reinhart,Paul Kenny,Roy Dirnbeck,Ursula Stolf",United States,2019-07-22,2015,TV-MA,1 seasons,"International TV Shows, Reality TV","In Canada, a colorful collection of treasure-seeking scavengers bid on the largely unknown contents of repossessed and abandoned storage units."
7889,movie,Story of an Egg,Navaniat Singh,"Amrutha Naik,Prakash Tuminadu,Raj B. Shetty,Shailashree,Usha Bhandary",India,2017-10-15,2017,TV-PG,132 minutes,"Comedies, International Movies, Romantic Movies","When an astrologer gives him one year to find a mate or face being alone forever, a professor sets out to find a bride despite serious obstacles."
789,movie,A Very Special Love,Harold Becker,"Dante Rivero,John Lloyd Cruz,Johnny Revilla,Rowell Santiago,Sarah Geronimo",Philippines,2020-11-12,2008,TV-G,107 minutes,"International Movies, Romantic Movies","After landing a job working for her longtime crush, an optimistic woman realizes that the man of her dreams isnt exactly who she envisioned."
7890,movie,Firedrake the Silver Dragon,Lenny Abrahamson,"Felicity Jones,Freddie Highmore,Meera Syal,Patrick Stewart,Thomas Brodie-Sangster",Indefinido,2021-09-10,2021,TV-Y7,93 minutes,Children & Family Movies,"When his home is threatened by humans, a young dragon summons the courage to seek a mythical paradise where dragons can live in peace and fly free."
7891,movie,Starsky & Hutch,Matthew Atkinson,"Ben Stiller,Juliette Lewis,Owen Wilson,Snoop Dogg,Vince Vaughn",United States,2021-06-02,2004,PG-13,101 minutes,"Action & Adventure, Comedies",New undercover cop partners Starsky and Hutch must overcome their differences to solve an important case with help from street informant Huggy Bear.
7892,movie,Straight Up,"Max Lang, Jani Lachauer","Hillary Anne Matthews,James Scully,James Sweeney,Katie Findlay,Randall Park",United States,2020-06-26,2020,TV-MA,96 minutes,"Comedies, Independent Movies, LGBTQ Movies","When a gay brainiac with OCD questions his identity, he enters a romantic relationship with a woman, leaving sex and physical intimacy out of it."
7893,movie,Strange but True,Indefinido,"Amy Ryan,Blythe Danner,Greg Kinnear,Margaret Qualley,Nick Robinson",Canada,2020-08-30,2019,PG-13,96 minutes,"Dramas, Thrillers",A young woman rattles her former boyfriend’s family when she reveals she is pregnant with his child — despite his death five years ago.
7894,movie,Stranger than Fiction,Shweta Basu Prasad,"Dustin Hoffman,Emma Thompson,Maggie Gyllenhaal,Queen Latifah,Will Ferrell","United States, United Kingdom",2020-10-01,2006,PG-13,113 minutes,"Comedies, Romantic Movies","As a writer ponders how to kill off her main character, the man begins hearing her voice in his head and realizes that his days are numbered."
7895,TV series,Strawberry Shortcake: Berry Bitty Adventures,Roman Polański,"Andrea Libman,Anna Cummer,Britt McKillip,Ingrid Nilson,Janyse Jaud","France, United States, Canada",2016-01-01,2015,TV-Y,1 seasons,Kids TV,"Join Strawberry Shortcake and her berry best friends in the whimsical land of Berry Bitty City, where they learn about teamwork and decision-making."
7896,movie,Strictly Ballroom,John Dahl,"Bill Hunter,Gia Carides,Pat Thomson,Paul Mercurio,Tara Morice","Australia, United Kingdom",2020-01-01,1992,PG,95 minutes,"Classic Movies, Comedies, Romantic Movies","Dumped by his partner just before a major dance competition, gifted hoofer Scott Hastings is forced to take a graceless neophyte as his new partner."
7897,movie,Strike a Pose,Jay Chandrasekhar,Indefinido,"Netherlands, Belgium",2017-04-07,2016,TV-MA,85 minutes,"Documentaries, International Movies, LGBTQ Movies","A quarter-century later, this documentary relocates the male dancers who backed Madonna on her 1990 Blond Ambition tour, as seen in ""Truth or Dare."""
7898,movie,Stripes,Indefinido,"Bill Murray,Harold Ramis,P.J. Soles,Sean Young,Warren Oates",United States,2019-09-01,1981,R,106 minutes,"Classic Movies, Comedies, Cult Movies","After losing everything, an indolent sad sack impulsively joins the U.S. Army and cajoles his best friend into enlisting, too."
7899,movie,Striptease,Atanu Mukherjee,"Armand Assante,Burt Reynolds,Demi Moore,Robert Patrick,Ving Rhames",United States,2021-01-01,1996,R,117 minutes,"Comedies, Dramas",A former FBI employee works as a stripper to finance her custody battle for her daughter when a secretly shady congressman takes an interest in her.
79,TV series,Unnatural Selection,Delhiprasad Deenadayalan,Indefinido,United States,2021-04-14,2019,TV-MA,1 seasons,"Docuseries, Science & Nature TV","From eradicating disease to selecting a child’s traits, gene editing gives humans the chance to hack biology. Meet the real people behind the science."
790,TV series,Ethos,Indefinido,"Defne Kayalar,Fatih Artman,Funda Eryiğit,Öykü Karayel,Settar Tanrıöğen",Turkey,2020-11-12,2020,TV-MA,1 seasons,"International TV Shows, TV Dramas",A group of individuals in Istanbul transcend sociocultural boundaries and find connection as their fears and wishes intertwine.
7900,TV series,Strong Girl Bong-soon,R. Ellis Frazier,"Ji Soo,Park Bo-young,Park Hyung-sik,Shim Hye-jin,Yu Jae-myeong",South Korea,2019-11-24,2017,TV-14,1 seasons,"Crime TV Shows, International TV Shows, Korean TV Shows","Born with supernatural strength, Bong-soon fights evil and procures justice while getting tangled in a love triangle with her CEO boss and cop crush."
7901,movie,Stronger Than the World,Stanley Tong,"Claudia Ohana,Cleo Pires,Jackson Antunes,José Loreto,Milhem Cortaz",Brazil,2017-02-11,2016,NR,123 minutes,"Action & Adventure, Dramas, International Movies","After a tough upbringing, natural-born fighter José Aldo confronts his personal demons in his quest to become an MMA champion in this sports biopic."
7902,movie,Streets of Fire,Rob Reiner,"Amy Madigan,Diane Lane,Michael Paré,Rick Moranis,Willem Dafoe",United States,2021-06-02,1984,PG,94 minutes,"Action & Adventure, Classic Movies, Cult Movies","Tough ex-soldier Tom Cody springs into action when a depraved motorcycle gang kidnaps his former girlfriend, Ellen, whos now a famous singer."
7903,TV series,Strongland,Jeeva,Indefinido,Indefinido,2019-01-18,2018,TV-PG,1 seasons,"Docuseries, International TV Shows","From Spains countryside to Scotlands stony terrain, this collection of uplifting documentaries explores the cultural roots of great strongman traditions."
7904,movie,Stuart Little 2,Garry Marshall,"Geena Davis,Hugh Laurie,Jonathan Lipnicki,Michael J. Fox,Nathan Lane",United States,2020-01-01,2002,PG,78 minutes,"Children & Family Movies, Comedies","Zany misadventures are in store as lovable city mouse Stuart and his human brother, George, raise the roof in this sequel to the 1999 blockbuster."
7905,movie,Submission,David L. Cunningham,"Darrin Dewitt Henson,Eric Roberts,Kevin Sizemore,Lorynn York,Scott Pryor",United States,2019-11-11,2019,TV-MA,95 minutes,"Action & Adventure, Dramas","After a near-death trip home, a Marine looking to help his comrade survive returns to the underground world of MMA, where new battles await."
7906,movie,Suburra,Chris Stokes,"Alessandro Borghi,Claudio Amendola,Elio Germano,Greta Scarano,Pierfrancesco Favino","Italy, France",2015-10-14,2015,NR,135 minutes,"Dramas, International Movies, Thrillers",A grueling battle over turning a seaside town near Rome into a gambling paradise exposes criminal rivalries and endemic corruption on a grand scale.
7907,movie,Suckseed,Indefinido,"Jirayu La-ongmanee,Nattasha Nauljam,Pachara Chirathivat,Thawat Pornrattanaprasert",Thailand,2018-09-05,2011,TV-MA,130 minutes,"Comedies, International Movies, Music & Musicals","When his boyhood crush Ern returns, Ped forms a band with his friend to impress her. Romantic rivalries bloom after the talented Ern joins the group."
7908,movie,Sudani from Nigeria,Robert Vince,"Aneesh Menon,Samuel Abiola Robinson,Savithri Sredharan,Soubin Shahir",India,2018-08-01,2018,TV-14,115 minutes,"Comedies, Dramas, International Movies","When a soccer club manager brings one of his injured foreign players home to recuperate, they form an unlikely bond despite their cultural differences."
7909,movie,Suicide (Hitabdut),Indefinido,"Dror Keren,Igal Naor,Mali Levi,Rotem Keinan",Israel,2016-07-01,2014,TV-MA,114 minutes,"International Movies, Thrillers","A failed businessman must kill himself to pay off a loan shark or his family will die, but a detective discovers the case turns on a shocking secret."
791,movie,Rhyme & Reason,Andrew Jenks,"B-Real,Da Brat,Grandmaster Caz,Kurtis Blow,Too $hort",United States,2021-09-01,1997,R,89 minutes,"Documentaries, Music & Musicals","The world and culture of rap song topics such as race, violence, police, family and sex are examined by hip-hop performers from both coasts."
7910,movie,Suite Française,Dave Higby,"Kristin Scott Thomas,Matthias Schoenaerts,Michelle Williams,Ruth Wilson,Sam Riley","United Kingdom, France, Canada, Belgium, United States",2017-06-05,2014,TV-MA,107 minutes,"Dramas, International Movies, Romantic Movies","Waiting for news of her prisoner-of-war husband, a French woman in Nazi-occupied France reluctantly falls for a German officer quartering in her home."
7911,TV series,Suits,Dharmendra Suresh Desai,"Chae Jung-an,Jang Dong-gun,Jin Hee-kyung,Ko Sung-hee,Park Hyung-sik",South Korea,2019-12-01,2018,TV-MA,1 seasons,"International TV Shows, Korean TV Shows, TV Comedies",A renowned corporate attorney at a prestigious firm gambles on a dropout with a photographic memory but no law degree to help on high-stakes cases.
7912,movie,Summer Night,Alex Infascelli,"Analeigh Tipton,Callan McAuliffe,Ellar Coltrane,Ian Nelson,Lana Condor",United States,2020-03-19,2019,TV-MA,93 minutes,"Comedies, Dramas, Romantic Movies",A group of 20-somethings in a small town experience a variety of personal and relationship issues leading up to a gathering at the local watering hole.
7913,movie,Super Monsters: Once Upon a Rhyme,Clark Johnson,"Alessandro Juliani,Andrea Libman,Elyse Maloway,Nicole Anthony,Vincent Tong",Indefinido,2021-06-02,2021,TV-Y,25 minutes,Children & Family Movies,"From Goldilocks to Hansel and Gretel, the Super Monsters reimagine classic fairy tales and favorite nursery rhymes with a musical, magical spin!"
7914,movie,Summer of 92,Raman Kumar,"Cyron Melville,Esben Smed Jensen,Henning Jensen,Mikkel Boe Følsgaard,Ulrich Thomsen","Denmark, United Kingdom, Sweden",2016-07-10,2015,TV-MA,94 minutes,"Dramas, International Movies, Sports Movies","When a quirk of fate kicks the Danish national soccer team into the European Championship final, the coach must whip his unprepared squad into shape."
7915,movie,Sunrise,Gianfranco Rosi,"Adil Hussain,Esha Amlani,Gulnaaz Ansari,Komal Gupta,Tannishtha Chatterjee","India, France",2017-03-15,2014,TV-MA,85 minutes,"Dramas, Independent Movies, International Movies","While investigating a child kidnapping, a Mumbai police inspector is haunted by a shadowy dream figure and memories of his own abducted daughter."
7916,TV series,Super Bheem,Hakan Yonat,"Jigna Bharadhwaj,Julie Tejwani,Rupa Bhimani,Sabina Malik,Sonal Kaushal",India,2019-06-28,2019,TV-Y,1 seasons,Kids TV,"In this 3D-animated spinoff from the Chhota Bheem series, valiant superhero Bheem goes beyond his village to fight the good fight across the universe."
7917,movie,Super Bheem Bana Vajraveer,Michael Seater,"Jigna Bharadhwaj,Julie Tejwani,Rupa Bhimani,Sabina Malik,Sonal Kaushal",India,2019-06-18,2018,TV-Y7,63 minutes,Children & Family Movies,"Hoping to find a magical root, a monster has captured farmers in the land of Vyom. It’s up to Bheem and the gang to foil his plan and save the kingdom!"
7918,movie,Super Dark Times,Balu Mahendra,"Amy Hargreaves,Charlie Tahan,Elizabeth Cappuccino,Max Talisman,Owen Campbell",United States,2018-01-01,2017,TV-MA,104 minutes,"Dramas, Independent Movies, Thrillers","A tragic accident drives a wedge between two teenage boys, threatening a friendship that had seemed firm and unshakeable."
7919,movie,Super Nani,Ehtesham Uddin,"Anupam Kher,Randhir Kapoor,Rekha,Sharman Joshi,Shweta Kumar",India,2018-03-01,2014,TV-PG,127 minutes,"Comedies, Dramas, International Movies","A loving, concerned American grandson travels to Mumbai to rescue his unappreciated grandmother from her drudgery and fulfill her true potential."
792,movie,First Love,Ric Roman Waugh,"Aga Muhlach,Albie Casiño,Bea Alonzo,Edward Barber,Sandy Andolong",Philippines,2020-11-12,2018,TV-MA,123 minutes,"Dramas, International Movies, Romantic Movies",A chance encounter soon intertwines the lives of a reserved businessman and a vibrant photographer who is living with a grave heart condition.
7920,TV series,Super Wings,"Kireet Khurana, Padmakumar Narasimhamurthy","Colin Critchley,Evan Smolin,Junah Jang,Luca Padovan","United States, South Korea, China",2020-12-01,2020,TV-Y,3 seasons,"Kids TV, Korean TV Shows",A cheerful jet and his transforming pals strive to find peaceful solutions to their problems while delivering packages to children around the globe.
7921,movie,Superbad,Colin Trevorrow,"Bill Hader,Christopher Mintz-Plasse,Jonah Hill,Michael Cera,Seth Rogen",United States,2021-01-01,2007,R,113 minutes,"Comedies, Cult Movies","Hoping to have sex before college, high school seniors Seth and Evan try to score booze for a huge party, leading to a series of wild misadventures."
7922,movie,Superfly,Pratim D. Gupta,"Carl Lee,Charles McGregor,Julius Harris,Ron ONeal,Sheila Frazier",United States,2019-11-01,1972,R,91 minutes,"Action & Adventure, Classic Movies, Dramas","To get away from the thug life, cocaine dealer Youngblood Priest puts together one last deal that will net him enough money to start over."
7923,movie,Superman Returns,Nagraj Manjule,"Brandon Routh,James Marsden,Kate Bosworth,Kevin Spacey,Parker Posey",United States,2019-10-01,2006,PG-13,154 minutes,"Action & Adventure, Sci-Fi & Fantasy","When Superman returns to Metropolis, he finds that Lois Lane has moved on to another man and Lex Luthor is developing a new plan to rule the world."
7924,movie,Swordfish,Sanjay Soorkar,"Don Cheadle,Halle Berry,Hugh Jackman,John Travolta,Sam Shepard",United States,2021-06-02,2001,R,99 minutes,Action & Adventure,"A gifted hacker with a criminal past is recruited by a group of shadowy, seductive figures for an elaborate scheme where nothing is quite as it seems."
7925,TV series,SuperNature: Wild Flyers,Mohamed Hamdy,Indefinido,United Kingdom,2017-03-01,2016,TV-PG,1 seasons,"British TV Shows, Docuseries, Science & Nature TV",This series examines the aerodynamics of flight and the evolutionary processes that have enabled certain species to survive by taking to the skies.
7926,movie,Superstar,Partha Chakraborty,"Elaine Hendrix,Harland Williams,Mark McKinney,Molly Shannon,Will Ferrell",United States,2019-11-20,1999,PG-13,82 minutes,Comedies,A socially awkward Catholic schoolgirl vows to win a dreamy classmate’s affections by taking first prize at an upcoming talent show.
7927,movie,Surat Dari Praha,K. Gopinathan,"Chicco Jerikho,Julie Estelle,Rio Dewanto,Tio Pakusadewo,Widyawati",Indonesia,2018-10-09,2016,TV-14,98 minutes,"Dramas, International Movies, Romantic Movies","Hoping to fulfill her deceased mothers final wish, a young woman travels to Prague to deliver an old letter to a mysterious man."
7928,TV series,Surviving R. Kelly Part II: The Reckoning,Amr Arafa,R. Kelly,United States,2020-04-13,2020,TV-MA,1 seasons,"Crime TV Shows, Docuseries","As more women come forward with harrowing accusations against R. Kelly, his criminal case gains momentum in this follow-up to the powerful docuseries."
7929,movie,Survivors Guide to Prison,"Bruce MacDonald, Gabriel Sabloff",Susan Sarandon,United States,2018-05-24,2017,TV-MA,103 minutes,Documentaries,"Former inmates, officers and celebrities critique the U.S. prison system in this documentary packaged as a how-to handbook for the incarcerated."
793,movie,Fruitvale Station,Rob Reiner,"Chad Michael Murray,Kevin Durand,Melonie Diaz,Michael B. Jordan,Octavia Spencer",United States,2020-11-12,2013,R,85 minutes,"Dramas, Independent Movies","This dramatic rendering of a real-life tragedy recounts the final hours of Oscar Grant, shot by San Francisco transit police on New Years Day, 2009."
7930,movie,Susanne Bartsch: On Top,Anirban Majumder,Susanne Bartsch,United States,2018-12-10,2017,TV-MA,86 minutes,"Documentaries, LGBTQ Movies","Beyond her larger-than-life persona, this documentary reveals the woman behind the famed event planner, and her legacy as a cultural icon and activist."
7931,movie,Sustainable,John Huston,Indefinido,United States,2017-03-01,2016,TV-G,92 minutes,Documentaries,"Chef Rick Bayless, farmers and others discuss the history leading to the sustainable food movement and how it could change what we eat in the future."
7932,movie,Swami,Rajeev Patil,"Dheeraj Kumar,Girish Karnad,Shabana Azmi,Shashikala,Vikram",India,2019-12-31,1977,TV-PG,123 minutes,"Dramas, Independent Movies, International Movies","After she enters into an arranged marriage, a spirited and intellectual young woman tries to adjust to life with a man who was not her choice."
7933,TV series,Swami Baba Ramdev: The Untold Story,Raj Kapoor,"Chetan Pandit,Hitesh Bhardwaj,Kranti Prakash Jha,Naman Jain,Tej Sapru",Indefinido,2018-05-01,2018,TV-14,1 seasons,"International TV Shows, TV Dramas","Born into poverty and denied an education, a village boy overcomes society’s obstacles to become India’s foremost spiritual guru, revered by millions."
7934,movie,Sweeney Todd: The Demon Barber of Fleet Street,Glenn Miller,"Alan Rickman,Helena Bonham Carter,Johnny Depp,Sacha Baron Cohen,Timothy Spall","United States, United Kingdom",2020-01-01,2007,R,116 minutes,"Dramas, Horror Movies, Music & Musicals","After being falsely imprisoned, a vengeful murderer covers his tracks by enlisting the help of a baker whose meat pies become the toast of London."
7935,TV series,The Adventures of Sonic the Hedgehog,Luc Vinciguerra,"Garry Chalk,Jaleel White,Long John Baldry","United States, Canada",2021-06-02,1993,TV-Y7,1 seasons,Kids TV,"Hyper hedgehog Sonic and his cohort Miles ""Tails"" Prower defend the planet Mobius against Dr. Robotnik and his evil schemes in this animated series."
7936,movie,Sweet Virginia,Gilles Paquet-Brenner,"Christopher Abbott,Imogen Poots,Jon Bernthal,Odessa Young,Rosemarie DeWitt","United States, Canada",2019-12-01,2017,R,93 minutes,"Dramas, Independent Movies, Thrillers","In a remote Alaskan town reeling from a sudden triple murder, a former rodeo champ befriends a lone newcomer with a violent occupation."
7937,movie,Swiss Army Man,Rohit Jugraj,"Antonia Ribero,Daniel Radcliffe,Mary Elizabeth Winstead,Paul Dano,Timothy Eulich","United States, Sweden",2019-01-30,2016,R,97 minutes,"Comedies, Dramas, Independent Movies",A washed-up corpse with surprising abilities gives a hopeless man stranded in the wilderness someone to talk to – and a newfound reason to live.
7938,movie,Sword Master,Rohit Jugraj,"Jiang Mengjie,Jiang Yiyan,Kenny Lin,Paw Hee Ching,Peter Ho","China, Hong Kong",2017-06-10,2016,TV-MA,108 minutes,"Action & Adventure, Dramas, International Movies","Haunted by the past, a master swordsman masks his identity to work anonymously as a janitor in a brothel, setting in motion a violent chain of events."
7939,movie,Sword Masters: Two Champions of Shaolin,Gajendra Ahire,"Feng Lu,Li Wang,Meng Lo,Sheng Chiang,Siu-Ho Chin",Hong Kong,2018-08-16,1980,R,101 minutes,"Action & Adventure, International Movies","Shaolin warrior Tung Chien-chen is injured in battle against the hated Wu Tang clan, and nursed back to health by a knife-throwing master. As he recovers, Tung learns this deadly art, and also falls in love with his teachers daughter."
794,TV series,Graceful Friends,Andy Tennant,"Bae Soo-bin,Jung Seok-yong,Kim Sung-oh,Song Yoon-a,Yu Jun-sang",South Korea,2020-11-12,2020,TV-MA,1 seasons,"Crime TV Shows, International TV Shows, TV Dramas","When a sudden death brings everyone’s dirty secrets to the surface, the lives and marriages of a group of close-knit friends unravel out of control."
7940,TV series,Sym-Bionic Titan,Venugopan,"Brian Posehn,John DiMaggio,Kevin Thoms,Tara Strong,Tim Russ",United States,2019-12-15,2010,TV-PG,1 seasons,Kids TV,"Aliens fleeing their planet land on Earth, pose as teenagers and fight off mutant space monsters by joining forces to become a powerful giant robot."
7941,movie,Taal,Kamal Sahani,"Aishwarya Rai Bachchan,Akshaye Khanna,Alok Nath,Amrish Puri,Anil Kapoor",India,2018-03-01,1999,TV-PG,177 minutes,"Dramas, International Movies, Music & Musicals","Businessman Manav falls for aspiring singer Mansi, but their romance faces an uphill climb when Manav must depart and Mansis suave manager moves in."
7942,movie,Tahaan,V. Scott Balcerek,"Ankush Dubey,Anupam Kher,Purav Bhandare,Rahul Bose,Victor Banerjee",India,2018-07-15,2008,TV-14,95 minutes,"Dramas, International Movies","After his familys donkey is confiscated by a moneylender, 8-year-old Tahaan travels across conflict-torn Kashmir to find his beloved pet."
7943,movie,Take Me Home Tonight,Indefinido,"Anna Faris,Chris Pratt,Dan Fogler,Teresa Palmer,Topher Grace","United States, Germany",2019-05-16,2011,R,97 minutes,"Comedies, Romantic Movies","Set in the financial boom of the late 1980s, this tale centers on a recent college grad trying to figure out what to do with his life."
7944,TV series,Taken,Aditya Sarpotdar,"Brooklyn Sudano,Clive Standen,Gaius Charles,Jennifer Beals,Monique Gabriela Curnen","France, United States",2019-01-12,2018,TV-14,2 seasons,"Crime TV Shows, TV Action & Adventure, TV Thrillers","After a personal tragedy upends his life, a highly skilled former Green Beret is drawn into a career as a secret government operative."
7945,TV series,Tales of the City (1993),Raj N. Sippy,"Billy Campbell,Donald Moffat,Laura Linney,Marcus DAmico,Olympia Dukakis","United Kingdom, United States",2019-06-28,1993,TV-MA,1 seasons,TV Dramas,"In 1976, naive Mary Ann Singleton moves to San Francisco and finds a new family in her bohemian landlady and the eclectic residents at 28 Barbary Lane."
7946,movie,The Four Seasons,Damon Cardasis,"Alan Alda,Carol Burnett,Len Cariou,Rita Moreno,Sandy Dennis",United States,2021-06-02,1981,PG,108 minutes,"Comedies, Romantic Movies","Three middle-aged couples vacation together every season until one of the men ditches his wife for a younger woman, tilting the groups dynamics."
7947,movie,Tamanchey,Jesse V. Johnson,"Damandeep Singh Baggan,Nikhil Dwivedi,Richa Chadha,Talib Mehdi,Vijay Pande",India,2017-10-15,2014,TV-MA,111 minutes,"Action & Adventure, International Movies, Romantic Movies",A man and a woman on the run from the law are drawn to each other through the common bond of their mutual dependency.
7948,movie,Tarif de nuit,Mahmoud Karim,"Fanny Valette,Jess Liaudin,Jonathan Demurger,Jonathan Howard",France,2018-03-01,2015,TV-MA,81 minutes,"International Movies, Thrillers","A night out in Paris quickly unravels when two friends provoke the wrong taxi driver, whos after something bigger than cab fare."
7949,movie,Tarzan,Indefinido,"Brian Blessed,Glenn Close,Minnie Driver,Nigel Hawthorne,Tony Goldwyn",United States,2018-06-23,1999,G,89 minutes,Children & Family Movies,"After being shipwrecked off the African coast, a lone child grows up in the wild, and is destined to become lord of the jungle."
795,movie,Ludo,Tade Ogidan,"Abhishek Bachchan,Aditya Roy Kapur,Fatima Sana Shaikh,Rajkummar Rao,Sanya Malhotra",India,2020-11-12,2020,TV-MA,150 minutes,"Comedies, Dramas, International Movies","From a resurfaced sex tape to a rogue suitcase of money, four wildly different stories overlap at the whims of fate, chance and one eccentric criminal."
